cluster,active_days,avg_daily_trades,avg_daily_volume,avg_daily_pnl,pnl_volatility,avg_win_rate,avg_leverage,avg_coin_diversity,archetype
0,18.037037037037038,58.913802892002295,312980.9587733406,3964.9210975977544,11939.13225005912,0.310377405087518,1108.4644820381525,2.5646092538323755,Low-Activity Traders
1,5.5,443.07142857142856,3859049.4080357137,89797.387631875,167822.74232405674,0.528062512014993,6691.658151269034,1.2142857142857144,Aggressive High-Volume
